"identifier"	"AA"	"AN"	"AT"	"IM"	"Noam"	"NT"	"OC"	"PA"
"3692"	"Exacum humbertii Klack."	0	0	34	0	0	0	0	0
"3693"	"Exacum intermedium Klack."	0	0	9	0	0	0	0	0
"3694"	"Exacum L."	0	0	80	2	0	0	0	1
"3695"	"Exacum latifolium Klack."	0	0	1	0	0	0	0	0
"3696"	"Exacum lawii C.B.Clarke"	0	0	0	1	0	0	0	0
"3697"	"Exacum linearifolium (Humbert) Klack."	0	0	5	0	0	0	0	0
"3698"	"Exacum lokohense Humbert"	0	0	22	0	0	0	0	0
"3699"	"Exacum macranthum Arn."	0	0	0	10	0	0	0	1
"3700"	"Exacum marojejyense Humbert"	0	0	2	0	0	0	0	0
"3701"	"Exacum microcarpum Klack."	0	0	9	0	0	0	0	0
"3702"	"Exacum millotii Humbert"	0	0	26	0	0	0	0	0
"3703"	"Exacum naviculare Klack."	0	0	14	0	0	0	0	0
"3704"	"Exacum nossibeense Klack."	0	0	3	0	0	0	0	0
"3705"	"Exacum nummularifolium Humbert"	0	0	2	0	0	0	0	0
"3706"	"Exacum oldenlandioides (S.Moore) Klack."	0	0	6	0	0	0	0	0
"3707"	"Exacum pallidum (Trimen) Klack."	0	0	0	39	0	0	0	0
"3708"	"Exacum paucisquamum (C.B.Clarke) Klack."	0	0	0	0	0	0	0	1
"3709"	"Exacum penninerve Klack."	0	0	3	0	0	0	0	0
"3710"	"Exacum quinquenervium Griseb."	0	0	82	0	0	0	0	0
"3711"	"Exacum radicans Humbert"	0	0	13	0	0	0	0	0
"3712"	"Exacum rotundifolium Klack."	0	0	3	0	0	0	0	0
"3713"	"Exacum sessile L."	0	0	0	1	0	0	0	0
"3714"	"Exacum socotranum Vierh."	0	0	4	0	0	0	0	0
"3715"	"Exacum spathulatum Baker"	0	0	28	0	0	0	0	0
"3716"	"Exacum speciosum Klack."	0	0	2	0	0	0	0	0
"3717"	"Exacum stenophyllum Klack."	0	0	3	0	0	0	0	0
"3718"	"Exacum stenopterum Klack."	0	0	8	0	0	0	0	0
"3719"	"Exacum subacaule Humbert"	0	0	10	0	0	0	0	0
"3720"	"Exacum subteres Klack."	0	0	28	0	0	0	0	0
"3721"	"Exacum subverticillatum Humbert"	0	0	2	0	0	0	0	0
"3722"	"Exacum teres Wall."	0	0	0	3	0	0	0	0
"3723"	"Exacum tetragonum Roxb."	28	0	0	4	0	0	0	0
"3724"	"Exacum trinervium (L.) Druce"	0	0	0	49	0	0	0	0
"3725"	"Exacum umbellatum Klack."	0	0	1	0	0	0	0	0
"3726"	"Exacum undulatum Klack."	0	0	9	0	0	0	0	0
"3727"	"Exacum walkeri Arn. ex Griseb."	0	0	0	5	0	0	0	0
"3728"	"Exacum wightianum Arn."	0	0	0	5	0	0	0	0
"3729"	"Exacum zombense N.E.Br."	0	0	2	0	0	0	0	0
"3730"	"Exallage auricularia (L.) Bremek."	0	0	8	0	0	0	0	0
"3731"	"Exallage Bremek."	3	0	0	0	0	0	0	0
"3732"	"Exallage philippinensis (Willd. ex Spreng.) Bremek."	1	0	0	0	0	0	0	0
"3733"	"Excavatia hexandra (Koidz.) Hatus."	0	0	0	0	0	0	0	0
"3734"	"Exochaenium Griseb."	0	0	1	0	0	0	0	0
"3735"	"Exochaenium macranthum A.W.Hill"	0	0	1	0	0	0	0	0
"3736"	"Exolobus patens E.Fourn."	0	0	8	0	0	1	0	0
"3737"	"Exolobus patens var. paraguayensis Malme"	0	0	0	0	0	1	0	0
"3738"	"Exostema (Pers.) L.C. Rich. ex Humb. & Bonpl."	0	0	0	0	0	10	0	0
"3739"	"Exostema acuminatum Urb."	0	0	0	0	0	20	0	0
"3740"	"Exostema angustifolium (Sw.) Schult."	0	0	0	0	0	1	0	0
"3741"	"Exostema bicolor Poepp."	0	0	0	0	0	1	0	0
"3742"	"Exostema caribaeum (Jacq.) Schult."	0	0	0	0	1	283	0	0
"3743"	"Exostema corymbosum (Ruiz & Pav.) Spreng."	0	0	0	0	0	11	0	0
"3744"	"Exostema elegans Krug & Urb."	0	0	0	0	0	21	0	0
"3745"	"Exostema ellipticum Griseb."	0	0	0	0	0	9	0	0
"3746"	"Exostema ixoroides (Hook.f.) T.McDowell"	0	0	0	0	0	4	0	0
"3747"	"Exostema lancifolium Borhidi & Acu??a"	0	0	0	0	0	2	0	0
"3748"	"Exostema lineatum (Vahl) Schult."	0	0	0	0	0	19	0	0
"3749"	"Exostema longiflorum (Lamb.) Schult."	0	0	0	0	0	18	0	0
"3750"	"Exostema maynense Poepp."	0	0	0	0	0	20	0	0
"3751"	"Exostema mexicanum A.Gray"	0	0	0	0	0	160	0	0
"3752"	"Exostema myrtifolium Griseb."	0	0	0	0	0	6	0	0
"3753"	"Exostema nitens Urb."	0	0	0	0	0	17	0	0
"3754"	"Exostema parviflorum A.Rich. ex Humb. & Bonpl."	0	0	0	0	0	13	0	0
"3755"	"Exostema purpureum Griseb."	0	0	0	0	0	2	0	0
"3756"	"Exostema salicifolium Griseb."	0	0	0	0	0	3	0	0
"3757"	"Exostema sanctae-luciae (Kentish) Britten"	0	0	0	0	0	2	0	0
"3758"	"Exostema selleanum Urb. & Ekman"	0	0	0	0	0	1	0	0
"3759"	"Exostema spinosum (Le Vavass.) Krug & Urb."	0	0	0	0	0	14	0	0
"3760"	"Exostema stenophyllum Britton"	0	0	0	0	0	3	0	0
"3761"	"Exostema subcordatum Krug & Urb."	0	0	0	0	0	1	0	0
"3762"	"Exostema triflorum (W.Wright) G.Don"	0	0	0	0	0	1	0	0
"3763"	"Fadogia agrestis Schweinf. ex Hiern"	0	0	84	0	0	0	0	0
"3764"	"Fadogia ancylantha Schweinf."	0	0	49	0	0	0	0	0
"3765"	"Fadogia andersonii Robyns"	0	0	7	0	0	0	0	0
"3766"	"Fadogia arenicola K.Schum. & K.Krause"	0	0	11	0	0	0	0	0
"3767"	"Fadogia audruana M.Fay, J.-P.Lebrun & Stork"	0	0	10	0	0	0	0	0
"3768"	"Fadogia butayei De Wild."	0	0	1	0	0	0	0	0
"3769"	"Fadogia cienkowskii Schweinf."	0	0	62	0	0	0	0	0
"3770"	"Fadogia cienkowskii var. cienkowskii"	0	0	24	0	0	0	0	0
"3771"	"Fadogia elskensii De Wild."	0	0	12	0	0	0	0	0
"3772"	"Fadogia elskensii var. elskensii"	0	0	2	0	0	0	0	0
"3773"	"Fadogia elskensii var. ufipaensis"	0	0	4	0	0	0	0	0
"3774"	"Fadogia erythrophloea (K.Schum. & K.Krause) Hutch. & Dalziel"	0	0	30	0	0	0	0	0
"3775"	"Fadogia fuchsioides Schweinf. ex Oliv."	0	0	36	0	0	0	0	0
"3776"	"Fadogia glaberrima Welw. ex Hiern"	0	0	7	0	0	0	0	0
"3777"	"Fadogia gossweileri Robyns"	0	0	2	0	0	0	0	0
"3778"	"Fadogia homblei De Wild."	0	0	13	0	0	0	0	0
"3779"	"Fadogia kaessneri S.Moore"	0	0	2	0	0	0	0	0
"3780"	"Fadogia lactiflora Welw. ex Hiern"	0	0	3	0	0	0	0	0
"3781"	"Fadogia ledermannii K.Krause"	0	0	1	0	0	0	0	0
"3782"	"Fadogia monticola Robyns"	0	0	9	0	0	0	0	0
"3783"	"Fadogia obovata N.E.Br."	0	0	2	0	0	0	0	0
"3784"	"Fadogia parvifolia Verdc."	0	0	1	0	0	0	0	0
"3785"	"Fadogia pobeguinii Pob?óg."	0	0	15	0	0	0	0	0
"3786"	"Fadogia salictaria S.Moore"	0	0	18	0	0	0	0	0
"3787"	"Fadogia schmitzii Verdc."	0	0	1	0	0	0	0	0
"3788"	"Fadogia Schweinf."	0	0	97	0	0	0	0	0
"3789"	"Fadogia stenophylla subsp. odorata"	0	0	13	0	0	0	0	0
"3790"	"Fadogia stenophylla subsp. stenophylla"	0	0	3	0	0	0	0	0
"3791"	"Fadogia stigmatoloba K.Schum."	0	0	1	0	0	0	0	0
"3792"	"Fadogia stolzii K.Krause"	0	0	3	0	0	0	0	0
"3793"	"Fadogia tetraquetra K.Schum. & K.Krause"	0	0	4	0	0	0	0	0
"3794"	"Fadogia tetraquetra var. grandiflora"	0	0	3	0	0	0	0	0
"3795"	"Fadogia tetraquetra var. tetraquetra"	0	0	4	0	0	0	0	0
"3796"	"Fadogia tomentosa var. calvescens"	0	0	2	0	0	0	0	0
"3797"	"Fadogia tomentosa var. tomentosa"	0	0	21	0	0	0	0	0
"3798"	"Fadogia triphylla Baker"	0	0	5	0	0	0	0	0
"3799"	"Fadogia triphylla var. giorgii"	0	0	13	0	0	0	0	0
"3800"	"Fadogia triphylla var. peteri"	0	0	2	0	0	0	0	0
"3801"	"Fadogia triphylla var. pubicaulis"	0	0	8	0	0	0	0	0
"3802"	"Fadogia triphylla var. triphylla"	0	0	36	0	0	0	0	0
"3803"	"Fadogia verdcourtii var. verdcourtii"	0	0	3	0	0	0	0	0
"3804"	"Fadogia verdickii De Wild. & T.Durand"	0	0	7	0	0	0	0	0
"3805"	"Fadogiella rogersii (Wernham) Bridson"	0	0	5	0	0	0	0	0
"3806"	"Fadogiella stigmatoloba (K.Schum.) Robyns"	0	0	18	0	0	0	0	0
"3807"	"Fagerlindia microcarpa (Bartl. ex DC.) Ridsdale"	0	0	0	1	0	0	0	0
"3808"	"Fagerlindia Tirveng."	0	0	0	22	0	0	0	0
"3809"	"Fagraea auriculata Jack"	1	0	0	3	0	0	0	0
"3810"	"Fagraea berteriana A. Gray ex Benth."	21	0	0	0	0	0	0	0
"3811"	"Fagraea berteroana A. Gray ex Benth."	4	0	0	0	0	0	0	0
"3812"	"Fagraea blumei G.Don"	3	0	0	0	0	0	0	0
"3813"	"Fagraea bodenii Wernham"	1	0	0	0	0	0	0	0
"3814"	"Fagraea cambagei Domin"	6	0	0	0	0	0	0	0
"3815"	"Fagraea ceilanica Thunb."	3	0	0	24	0	0	0	2
"3816"	"Fagraea cuspidata Blume"	0	0	0	2	0	0	0	0
"3817"	"Fagraea elliptica Roxb."	1	0	0	4	0	0	0	0
"3818"	"Fagraea fagraeacea (F.Muell.) Druce"	14	0	0	0	0	0	0	0
"3819"	"Fagraea fragrans Roxb."	2	0	0	1	0	0	0	0
"3820"	"Fagraea graciliflora Leenh."	2	0	0	0	0	0	0	0
"3821"	"Fagraea ksid Gilg & Gilg-Ben."	0	0	0	0	0	0	1	0
"3822"	"Fagraea oreophila K.M.Wong & Sugau"	0	0	0	1	0	0	0	0
"3823"	"Fagraea racemosa Jack"	14	0	0	60	0	0	0	0
"3824"	"Fagraea salticola Leenh."	2	0	0	0	0	0	0	0
"3825"	"Fagraea schlechteri Gilg & Gilg-Ben."	3	0	0	0	0	0	0	0
"3826"	"Fagraea spicata Baker"	0	0	0	2	0	0	0	0
"3827"	"Fagraea tacapala Leenh."	4	0	0	0	0	0	0	0
"3828"	"Fagraea tacapala subsp. kalimantanensis Leenh."	0	0	0	3	0	0	0	0
"3829"	"Fagraea Thunb."	12	0	0	28	0	1	0	0
"3830"	"Fagraea volubilis var. microcalyx K.M.Wong & Sugau"	0	0	0	1	0	0	0	0
"3831"	"Fagraea woodiana F.Muell."	1	0	0	0	0	0	0	0
"3832"	"Fanninia caloglossa Harv."	0	0	5	0	0	0	0	0
"3833"	"Faramea accumulans C.M.Taylor"	0	0	0	0	0	4	0	0
"3834"	"Faramea acuminatissima M??ll.Arg."	0	0	0	0	0	1	0	0
"3835"	"Faramea ampla C.M.Taylor"	0	0	0	0	0	41	0	0
"3836"	"Faramea amplifolia Standl."	0	0	0	0	0	4	0	0
"3837"	"Faramea angusta C.M.Taylor"	0	0	0	0	0	1	0	0
"3838"	"Faramea angustifolia Spruce ex M??ll.Arg."	0	0	0	0	0	2	0	0
"3839"	"Faramea anisocalyx Poepp."	0	0	0	0	0	143	0	0
"3840"	"Faramea anisocalyx var. pulchella"	0	0	0	0	0	2	0	0
"3841"	"Faramea areolata C.M.Taylor"	0	0	0	0	0	33	0	0
"3842"	"Faramea atlantica J.G.Jardim & Zappi"	0	0	0	0	0	1	0	0
"3843"	"Faramea Aubl."	0	0	0	0	0	445	0	0
"3844"	"Faramea axillaris Standl."	0	0	0	0	0	57	0	0
"3845"	"Faramea bangii Rusby"	0	0	0	0	0	37	0	0
"3846"	"Faramea belizensis Standl."	0	0	0	0	0	4	0	0
"3847"	"Faramea benensis Rusby"	0	0	0	0	0	2	0	0
"3848"	"Faramea berryi Steyerm."	0	0	0	0	0	4	0	0
"3849"	"Faramea bicolor J.G.Jardim & Zappi"	0	0	0	0	0	3	0	0
"3850"	"Faramea biflora J.G.Jardim & Zappi"	0	0	0	0	0	1	0	0
"3851"	"Faramea blanchetiana M??ll.Arg."	0	0	0	0	0	1	0	0
"3852"	"Faramea boomii Steyerm."	0	0	0	0	0	12	0	0
"3853"	"Faramea brachyloba M??ll.Arg."	0	0	0	0	0	2	0	0
"3854"	"Faramea brachysiphon Standl."	0	0	0	0	0	13	0	0
"3855"	"Faramea bracteata Benth."	0	0	0	0	0	4	0	0
"3856"	"Faramea breviflora Benth. ex. Britton"	0	0	0	0	0	2	0	0
"3857"	"Faramea brevipes Steyerm."	0	0	0	0	0	1	0	0
"3858"	"Faramea bullata Standl."	0	0	0	0	0	1	0	0
"3859"	"Faramea calimana C.M.Taylor"	0	0	0	0	0	9	0	0
"3860"	"Faramea calophylla Standl."	0	0	0	0	0	104	0	0
"3861"	"Faramea calyptrata C.M.Taylor"	0	0	0	0	0	56	0	0
"3862"	"Faramea campanularis M??ll.Arg."	0	0	0	0	0	3	0	0
"3863"	"Faramea candelabrum Standl."	0	0	0	0	0	56	0	0
"3864"	"Faramea capillipes M??ll.Arg."	0	0	0	0	0	309	0	0
"3865"	"Faramea capulifolia Dwyer"	0	0	0	0	0	37	0	0
"3866"	"Faramea caput-anguis Dwyer & M.V.Hayden"	0	0	0	0	0	4	0	0
"3867"	"Faramea cardonae Standl. & Steyerm."	0	0	0	0	0	3	0	0
"3868"	"Faramea castellana M??ll.Arg."	0	0	0	0	0	1	0	0
"3869"	"Faramea cazaderensis Steyerm."	0	0	0	0	0	3	0	0
"3870"	"Faramea cestroides Standl."	0	0	0	0	0	1	0	0
"3871"	"Faramea cobana Donn.Sm."	0	0	0	0	0	6	0	0
"3872"	"Faramea coerulea (Nees & Mart.) DC."	0	0	0	0	0	1	0	0
"3873"	"Faramea coerulescens K.Schum. & K.Krause"	0	0	0	0	0	56	0	0
"3874"	"Faramea coffeoides C.M.Taylor"	0	0	0	0	0	22	0	0
"3875"	"Faramea condorica C.M.Taylor"	0	0	0	0	0	14	0	0
"3876"	"Faramea correae C.M.Taylor"	0	0	0	0	0	5	0	0
"3877"	"Faramea corymbosa Aubl."	0	0	0	0	0	48	0	0
"3878"	"Faramea costata Steyerm."	0	0	0	0	0	1	0	0
"3879"	"Faramea crassifolia Benth."	0	0	0	0	0	46	0	0
"3880"	"Faramea cuencana Standl."	0	0	0	0	0	31	0	0
"3881"	"Faramea cupheoides C.M.Taylor"	0	0	0	0	0	4	0	0
"3882"	"Faramea cuspidata Benth."	0	0	0	0	0	9	0	0
"3883"	"Faramea cyanea M??ll.Arg."	0	0	0	0	0	15	0	0
"3884"	"Faramea cyathocalyx Standl."	0	0	0	0	0	6	0	0
"3885"	"Faramea dichotoma K.Schum. ex Glaziou"	0	0	0	0	0	2	0	0
"3886"	"Faramea egregia Sandwith"	0	0	0	0	0	13	0	0
"3887"	"Faramea eichleri M??ll.Arg."	0	0	0	0	0	1	0	0
"3888"	"Faramea elegans Standl. ex Steyerm."	0	0	0	0	0	2	0	0
"3889"	"Faramea eurycarpa Donn.Sm."	0	0	0	0	0	195	0	0
"3890"	"Faramea exemplaris Standl."	0	0	0	0	0	33	0	0
"3891"	"Faramea fanshawei Steyerm."	0	0	0	0	0	1	0	0
"3892"	"Faramea filamentosa M??ll.Arg."	0	0	0	0	0	1	0	0
"3893"	"Faramea flavicans (Humb. & Bonpl. ex Schult.) Standl."	0	0	0	0	0	109	0	0
"3894"	"Faramea fragrans Standl."	0	0	0	0	0	17	0	0
"3895"	"Faramea frondosa C.M.Taylor"	0	0	0	0	0	1	0	0
"3896"	"Faramea glandulosa Poepp."	0	0	0	0	0	309	0	0
"3897"	"Faramea guaramacalensis C.M.Taylor"	0	0	0	0	0	1	0	0
"3898"	"Faramea guianensis (Aubl.) Bremek."	0	0	0	0	0	114	0	0
"3899"	"Faramea hassleriana Chodat"	0	0	0	0	0	1	0	0
"3900"	"Faramea hyacinthina Mart."	0	0	0	0	0	4	0	0
"3901"	"Faramea includens M??ll.Arg."	0	0	0	0	0	1	0	0
"3902"	"Faramea insignis Standl."	0	0	0	0	1	79	0	0
"3903"	"Faramea involucellata M??ll.Arg."	0	0	0	0	0	7	0	0
"3904"	"Faramea irwinii Steyerm."	0	0	0	0	0	20	0	0
"3905"	"Faramea jefensis Dwyer & M.V.Hayden"	0	0	0	0	0	12	0	0
"3906"	"Faramea juruana K.Krause"	0	0	0	0	0	5	0	0
"3907"	"Faramea killipii Standl."	0	0	0	0	0	3	0	0
"3908"	"Faramea lagoensis M??ll.Arg."	0	0	0	0	0	1	0	0
"3909"	"Faramea langlassei Standl."	0	0	0	0	0	13	0	0
"3910"	"Faramea larensis Steyerm."	0	0	0	0	0	1	0	0
"3911"	"Faramea latifolia (Cham. & Schltdl.) DC."	0	0	0	0	0	6	0	0
"3912"	"Faramea lehmannii Standl."	0	0	0	0	0	17	0	0
"3913"	"Faramea liesneri Dwyer"	0	0	0	0	0	11	0	0
"3914"	"Faramea longistipula C.M.Taylor"	0	0	0	0	0	17	0	0
"3915"	"Faramea lourteigiana Steyerm."	0	0	0	0	0	47	0	0
"3916"	"Faramea luteovirens Standl."	0	0	0	0	0	73	0	0
"3917"	"Faramea lutescens Standl."	0	0	0	0	0	21	0	0
"3918"	"Faramea macrocalyx M??ll.Arg."	0	0	0	0	0	1	0	0
"3919"	"Faramea macrura Standl."	0	0	0	0	0	6	0	0
"3920"	"Faramea maguirei Steyerm."	0	0	0	0	0	21	0	0
"3921"	"Faramea marginata Cham."	0	0	0	0	0	1	0	0
"3922"	"Faramea martiana M??ll.Arg."	0	0	0	0	0	4	0	0
"3923"	"Faramea maynensis Spruce ex Rusby"	0	0	0	0	0	13	0	0
"3924"	"Faramea melicoccoides C.M.Taylor"	0	0	0	0	0	32	0	0
"3925"	"Faramea miconioides Standl."	0	0	0	0	0	15	0	0
"3926"	"Faramea monantha M??ll.Arg."	0	0	0	0	0	2	0	0
"3927"	"Faramea monsalveae C.M.Taylor"	0	0	0	0	0	22	0	0
"3928"	"Faramea montevidensis (Cham. & Schltdl.) DC."	0	0	0	0	0	5	0	0
"3929"	"Faramea morilloi Steyerm."	0	0	0	0	0	8	0	0
"3930"	"Faramea morsoniana M??ll.Arg."	0	0	0	0	0	1	0	0
"3931"	"Faramea multiflora A.Rich."	0	0	0	0	0	899	0	0
"3932"	"Faramea multiflora var. epedunculata"	0	0	0	0	0	13	0	0
"3933"	"Faramea multiflora var. maynensis"	0	0	0	0	0	2	0	0
"3934"	"Faramea multiflora var. salicifolia"	0	0	0	0	0	22	0	0
"3935"	"Faramea myrticifolia Dwyer"	0	0	0	0	0	4	0	0
"3936"	"Faramea neblinae Steyerm."	0	0	0	0	0	1	0	0
"3937"	"Faramea nigrescens Mart."	0	0	0	0	0	2	0	0
"3938"	"Faramea nitida Benth."	0	0	0	0	0	4	0	0
"3939"	"Faramea nocturna J.G.Jardim & Zappi"	0	0	0	0	0	1	0	0
"3940"	"Faramea oblongifolia Standl."	0	0	0	0	0	130	0	0
"3941"	"Faramea occidentalis (L.) A.Rich."	0	0	0	0	0	791	0	0
"3942"	"Faramea occidentalis var. meridionalis"	0	0	0	0	0	15	0	0
"3943"	"Faramea oligantha M??ll.Arg."	0	0	0	0	0	3	0	0
"3944"	"Faramea oraria Standl. ex Steyerm."	0	0	0	0	0	1	0	0
"3945"	"Faramea orinocensis Standl."	0	0	0	0	0	18	0	0
"3946"	"Faramea ortiziana C.M.Taylor"	0	0	0	0	0	3	0	0
"3947"	"Faramea ovalis Standl."	0	0	0	0	0	155	0	0
"3948"	"Faramea pachyantha M??ll.Arg."	0	0	0	0	0	16	0	0
"3949"	"Faramea pachyantha var. mandiocana"	0	0	0	0	0	1	0	0
"3950"	"Faramea paniculata (Aubl.) Benth."	0	0	0	0	0	6	0	0
"3951"	"Faramea papillata Dwyer & M.V.Hayden"	0	0	0	0	0	15	0	0
"3952"	"Faramea papirifolia (Standl. ex Steyerm.) C.M.Taylor"	0	0	0	0	0	14	0	0
"3953"	"Faramea paratiensis M.Gomes"	0	0	0	0	0	1	0	0
"3954"	"Faramea parvibractea Steyerm."	0	0	0	0	0	156	0	0
"3955"	"Faramea parvula Standl."	0	0	0	0	0	13	0	0
"3956"	"Faramea pedicellaris M??ll.Arg."	0	0	0	0	0	4	0	0
"3957"	"Faramea percyanea Zahlbr."	0	0	0	0	0	3	0	0
"3958"	"Faramea permagnifolia Dwyer ex C.M.Taylor"	0	0	0	0	0	22	0	0
"3959"	"Faramea phyllonomoides Standl."	0	0	0	0	0	53	0	0
"3960"	"Faramea platycarpa Dwyer & M.V.Hayden"	0	0	0	0	0	2	0	0
"3961"	"Faramea platyneura M??ll.Arg."	0	0	0	0	0	6	0	0
"3962"	"Faramea porophylla (Vell.) M??ll.Arg."	0	0	0	0	0	5	0	0
"3963"	"Faramea purdieana Benth."	0	0	0	0	0	1	0	0
"3964"	"Faramea quadricostata Bremek."	0	0	0	0	0	50	0	0
"3965"	"Faramea quercetorum Standl."	0	0	0	0	0	2	0	0
"3966"	"Faramea quinqueflora Poepp."	0	0	0	0	0	171	0	0
"3967"	"Faramea rectinervia Standl."	0	0	0	0	0	43	0	0
"3968"	"Faramea riedeliana M??ll.Arg."	0	0	0	0	0	2	0	0
"3969"	"Faramea rivularis Gardner"	0	0	0	0	0	2	0	0
"3970"	"Faramea robusta C.M.Taylor"	0	0	0	0	0	2	0	0
"3971"	"Faramea salicifolia C.Presl"	0	0	0	0	0	15	0	0
"3972"	"Faramea sanblasensis C.M.Taylor"	0	0	0	0	0	1	0	0
"3973"	"Faramea scalaris Standl."	0	0	0	0	0	20	0	0
"3974"	"Faramea schultesii Standl."	0	0	0	0	0	7	0	0
"3975"	"Faramea schunkeana C.M.Taylor"	0	0	0	0	0	1	0	0
"3976"	"Faramea sellowiana Benth."	0	0	0	0	0	1	0	0
"3977"	"Faramea sessifolia P.H.Allen"	0	0	0	0	0	57	0	0
"3978"	"Faramea sessiliflora Aubl."	0	0	0	0	0	29	0	0
"3979"	"Faramea sessilifolia (Kunth) DC."	0	0	0	0	0	83	0	0
"3980"	"Faramea spathacea M??ll.Arg. ex Standl."	0	0	0	0	0	51	0	0
"3981"	"Faramea standleyana L.O.Williams"	0	0	0	0	0	2	0	0
"3982"	"Faramea stenopetala Mart."	0	0	0	0	0	3	0	0
"3983"	"Faramea stenura Standl."	0	0	0	0	0	44	0	0
"3984"	"Faramea stipulacea (Cham. & Schltdl.) DC."	0	0	0	0	0	4	0	0
"3985"	"Faramea suerrensis (Donn.Sm.) Donn.Sm."	0	0	0	0	0	384	0	0
"3986"	"Faramea talamancarum Standl."	0	0	0	0	0	8	0	0
"3987"	"Faramea tamberlikiana M??ll.Arg."	0	0	0	0	0	86	0	0
"3988"	"Faramea tamberlikiana subsp. sessifolia"	0	0	0	0	0	57	0	0
"3989"	"Faramea terryae Standl."	0	0	0	0	0	4	0	0
"3990"	"Faramea tetragona M??ll.Arg."	0	0	0	0	0	1	0	0
"3991"	"Faramea tinguana M??ll.Arg."	0	0	0	0	0	16	0	0
"3992"	"Faramea torquata M??ll.Arg."	0	0	0	0	0	119	0	0
"3993"	"Faramea trinervia K.Schum. & Donn.Sm."	0	0	0	0	0	15	0	0
"3994"	"Faramea truncata (Vell.) M??ll.Arg."	0	0	0	0	0	8	0	0
"3995"	"Faramea umbelliflora Bremek."	0	0	0	0	0	8	0	0
"3996"	"Faramea uncinata C.M.Taylor"	0	0	0	0	0	4	0	0
"3997"	"Faramea uniflora Dwyer & M.V.Hayden"	0	0	0	0	0	82	0	0
"3998"	"Faramea vasquezii C.M.Taylor"	0	0	0	0	0	15	0	0
"3999"	"Faramea verticillata C.M.Taylor"	0	0	0	0	0	11	0	0
"4000"	"Faramea woodsonii Standl."	0	0	0	0	0	15	0	0
"4001"	"Faramea yavitensis Steyerm."	0	0	0	0	0	3	0	0
"4002"	"Faramea yutajensis Steyerm."	0	0	0	0	0	1	0	0
"4003"	"Faramea zamorensis Al.Rodr."	0	0	0	0	0	12	0	0
"4004"	"Faroa acuminata P.Taylor"	0	0	1	0	0	0	0	0
"4005"	"Faroa amara Gilg ex Baker"	0	0	1	0	0	0	0	0
"4006"	"Faroa graveolens Baker"	0	0	2	0	0	0	0	0
"4007"	"Faroa pusilla Baker"	0	0	18	0	0	0	0	0
"4008"	"Faroa salutaris Welw."	0	0	2	0	0	0	0	0
"4009"	"Faroa schaijesiorum P.Bamps"	0	0	1	0	0	0	0	0
"4010"	"Faroa Welw."	0	0	1	0	0	0	0	0
"4011"	"Farquharia elliptica Stapf"	0	0	69	0	0	0	0	0
"4012"	"Ferdinandusa boomii Steyerm."	0	0	0	0	0	5	0	0
"4013"	"Ferdinandusa chlorantha (Wedd.) Standl."	0	0	0	0	0	55	0	0
"4014"	"Ferdinandusa dissimiliflora (Mutis ex Humb.) Standl."	0	0	0	0	0	8	0	0
"4015"	"Ferdinandusa elliptica (Pohl) Pohl"	0	0	0	0	0	28	0	0
"4016"	"Ferdinandusa elliptica var. belemnensis"	0	0	0	0	0	1	0	0
"4017"	"Ferdinandusa goudotiana K.Schum."	0	0	0	0	0	36	0	0
"4018"	"Ferdinandusa goudotiana var. eciliata"	0	0	0	0	0	3	0	0
"4019"	"Ferdinandusa guainiae Spruce ex K.Schum."	0	0	0	0	0	15	0	0
"4020"	"Ferdinandusa hirsuta Standl."	0	0	0	0	0	4	0	0
"4021"	"Ferdinandusa lanceolata K.Schum."	0	0	0	0	0	1	0	0
"4022"	"Ferdinandusa loretensis Standl."	0	0	0	0	0	55	0	0
"4023"	"Ferdinandusa neblinensis Steyerm."	0	0	0	0	0	12	0	0
"4024"	"Ferdinandusa ovalis (Pohl) Pohl"	0	0	0	0	0	25	0	0
"4025"	"Ferdinandusa panamensis Standl. & L.O.Williams"	0	0	0	0	0	129	0	0
"4026"	"Ferdinandusa paraensis Ducke"	0	0	0	0	0	39	0	0
"4027"	"Ferdinandusa paxii H.J.P.Winkl."	0	0	0	0	0	2	0	0
"4028"	"Ferdinandusa Pohl"	0	0	0	0	0	45	0	0
"4029"	"Ferdinandusa rudgeoides (Benth.) Wedd."	0	0	0	0	0	16	0	0
"4030"	"Ferdinandusa schultesii Steyerm."	0	0	0	0	0	5	0	0
"4031"	"Ferdinandusa speciosa (Pohl) Pohl"	0	0	0	0	0	36	0	0
"4032"	"Ferdinandusa sprucei K.Schum."	0	0	0	0	0	33	0	0
"4033"	"Ferdinandusa uaupensis Spruce ex K.Schum."	0	0	0	0	0	64	0	0
"4034"	"Feretia aeruginescens Stapf"	0	0	43	0	0	0	0	0
"4035"	"Feretia apodanthera Delile"	0	0	100	0	0	0	0	0
"4036"	"Feretia apodanthera subsp. apodanthera"	0	0	15	0	0	0	0	0
"4037"	"Feretia apodanthera subsp. keniensis"	0	0	13	0	0	0	0	0
"4038"	"Feretia apodanthera subsp. tanzaniensis"	0	0	13	0	0	0	0	0
"4039"	"Feretia Delile"	0	0	12	0	0	0	0	0
"4040"	"Fernaldia asperoglottis Woodson"	0	0	0	0	0	4	0	0
"4041"	"Fernaldia pandurata (A. DC.) Woodson"	0	0	0	0	0	71	0	0
