Data Publisher	Dataset	Dataset Rights	Scientific name	Scientific name (interpreted)	Latitude	Longitude	GBIF portal url	
Field Museum	Field Museum of Natural History (Botany)  Seed Plant Collection	Copyright © 2012 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	Sarcostemma clausum (Jacq.) Schult.	Sarcostemma clausum (Jacq.) Schult.			http://data.gbif.org/occurrences/666311862
Field Museum	Field Museum of Natural History (Botany)  Seed Plant Collection	Copyright © 2012 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	Asclepias incarnata L.	Asclepias incarnata L.			http://data.gbif.org/occurrences/666344128
Field Museum	Field Museum of Natural History (Botany)  Seed Plant Collection	Copyright © 2012 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	Asclepias verticillata L.	Asclepias verticillata L.			http://data.gbif.org/occurrences/666344670
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		acokanthera schimperi	Acokanthera schimperi			http://data.gbif.org/occurrences/667151270
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		catharanthus longifolius	Catharanthus longifolius			http://data.gbif.org/occurrences/667151548
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		nerium oleander	Nerium oleander			http://data.gbif.org/occurrences/667152090
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		rauvolfia viridis	Rauvolfia viridis			http://data.gbif.org/occurrences/667152910
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		gomphocarpus integer	Gomphocarpus integer			http://data.gbif.org/occurrences/667153700
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		vincetoxicum officinale	Vincetoxicum officinale			http://data.gbif.org/occurrences/667327410
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		marsdenia dictyophylla	Marsdenia dictyophylla			http://data.gbif.org/occurrences/667327688
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		vincetoxicum nigrum	Vincetoxicum nigrum			http://data.gbif.org/occurrences/667328764
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		matelea dictyantha	Matelea dictyantha			http://data.gbif.org/occurrences/667367340
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		cynanchum bojerianum	Cynanchum bojerianum			http://data.gbif.org/occurrences/667371981
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		asclepias curassavica	Asclepias curassavica			http://data.gbif.org/occurrences/667623890
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		landolphia owariensis	Landolphia owariensis			http://data.gbif.org/occurrences/667677765
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		genre indet.	genre			http://data.gbif.org/occurrences/667691453
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		landolphia micrantha	Landolphia micrantha			http://data.gbif.org/occurrences/667691739
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		genre indet.	genre			http://data.gbif.org/occurrences/667693093
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		genre indet.	genre			http://data.gbif.org/occurrences/667693349
GBIF New Zealand	New Zealand National Plant Herbarium (CHR)		Vincetoxicum hirundinaria Medik.	Vincetoxicum hirundinaria Medik.			http://data.gbif.org/occurrences/684486688
South African National Biodiversity Institute	PRECIS		Gomphocarpus tomentosus subsp. tomentosus	Gomphocarpus tomentosus subsp. tomentosus			http://data.gbif.org/occurrences/685215858
SysTax	SysTax - Botanical Gardens		Amsonia tabernaemontana Walter var. salicifolia (Pursh) Woodson	Amsonia tabernaemontana var. salicifolia (Pursh) Woodson			http://data.gbif.org/occurrences/685262632
SysTax	SysTax - Botanical Gardens		Catharanthus roseus (L.) G.Don	Catharanthus roseus (L.) G.Don			http://data.gbif.org/occurrences/685287520
SysTax	SysTax - Botanical Gardens		Frerea indica Dalziel	Frerea indica Dalziel			http://data.gbif.org/occurrences/685326638
SysTax	SysTax - Botanical Gardens		Mandevilla sanderi (Hemsl.) Woodson	Mandevilla sanderi (Hemsl.) Woodson			http://data.gbif.org/occurrences/685361115
SysTax	SysTax - Botanical Gardens		Stapelia grandiflora Masson	Stapelia grandiflora Masson			http://data.gbif.org/occurrences/685420216
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Colección Herbario Federico Medem Bogotá - FMB		Apocynaceae	Apocynaceae			http://data.gbif.org/occurrences/685821430
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Colección Herbario Federico Medem Bogotá - FMB		Macoubea guianensis	Macoubea guianensis			http://data.gbif.org/occurrences/685855109
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Holarrhena floribunda (G.Don) T.Durand & Schinz	Holarrhena floribunda (G.Don) T.Durand & Schinz			http://data.gbif.org/occurrences/685956022
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Hoya mitrata Kerr	Hoya mitrata Kerr			http://data.gbif.org/occurrences/685963635
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Hoya sp.	Hoya			http://data.gbif.org/occurrences/685963686
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Indet.	Indet			http://data.gbif.org/occurrences/685982520
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Indet.	Indet			http://data.gbif.org/occurrences/685986371
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Kopsia arborea Blume	Kopsia arborea Blume			http://data.gbif.org/occurrences/686015614
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Kopsia dasyrachis Ridl.	Kopsia dasyrachis Ridl.			http://data.gbif.org/occurrences/686015665
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Kopsia fruticosa (Ker Gawl.) A.DC.	Kopsia fruticosa (Ker Gawl.) A.DC.			http://data.gbif.org/occurrences/686015870
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Kopsia mitrephora Sleesen	Kopsia mitrephora Sleesen			http://data.gbif.org/occurrences/686015921
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Landolphia dulcis (R.Br. ex Sabine) Pichon	Landolphia dulcis (R.Br. ex Sabine) Pichon			http://data.gbif.org/occurrences/686022795
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Landolphia incerta (K.Schum.) J.G.M.Pers.	Landolphia incerta (K.Schum.) J.G.M.Pers.			http://data.gbif.org/occurrences/686023585
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Malouetia furfuracea Spruce ex Müll.Arg.	Malouetia furfuracea Spruce ex Müll.Arg.			http://data.gbif.org/occurrences/686081567
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Mandevilla hirsuta (A.Rich.) K.Schum.	Mandevilla hirsuta (A.Rich.) K.Schum.			http://data.gbif.org/occurrences/686082643
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Mandevilla subspicata (Vahl) Markgr.	Mandevilla subspicata (Vahl) Markgr.			http://data.gbif.org/occurrences/686082899
University of Vienna, Institute for Botany - Herbarium WU	Herbarium WU	For scientific and non-commercial purposes, the database can be consulted freely. Source of the data must always be specified appropriately. If scientific publications are (partly) based on these data, authors are kindly requested to inform the legal owner. Commercial use is not granted without prior written permission by the legal owner.	Trachelospermum cathayanum C. K. Schneid.	Trachelospermum cathayanum C. K. Schneid.			http://data.gbif.org/occurrences/690668973
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		kopsia flavida	Kopsia flavida			http://data.gbif.org/occurrences/694253905
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		vinca major	Vinca major			http://data.gbif.org/occurrences/694253956
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		cerbera odollam	Cerbera odollam			http://data.gbif.org/occurrences/694254191
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		plumeria obtusa	Plumeria obtusa			http://data.gbif.org/occurrences/694254242
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		ancylobothrys petersiana	Ancylobothrys petersiana			http://data.gbif.org/occurrences/694258004
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		bonafousia macrocalyx	Bonafousia macrocalyx			http://data.gbif.org/occurrences/694423508
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		metastelma parviflorum	Metastelma parviflorum			http://data.gbif.org/occurrences/694492975
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		stephanostegia hildebrandtii	Stephanostegia hildebrandtii			http://data.gbif.org/occurrences/694493795
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		gonolobus carolinensis	Gonolobus carolinensis			http://data.gbif.org/occurrences/694494051
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		mandevilla surinamensis	Mandevilla surinamensis			http://data.gbif.org/occurrences/694494102
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		apocynum venetum	Apocynum venetum			http://data.gbif.org/occurrences/694526654
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		apocynum venetum	Apocynum venetum			http://data.gbif.org/occurrences/694536184
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		hoya nummularia	Hoya nummularia			http://data.gbif.org/occurrences/694606522
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		clitandra micrantha	Clitandra micrantha			http://data.gbif.org/occurrences/694642895
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		tabernaemontana divaricata	Tabernaemontana divaricata			http://data.gbif.org/occurrences/694714813
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		genre indet.	genre			http://data.gbif.org/occurrences/694715099
MNHN - Museum national d'Histoire naturelle	Phanerogams herbarium specimens		genre indet.	genre			http://data.gbif.org/occurrences/694715889
